"workerid","content","short_trigger","ai_block","ai","projective","verb","op","exp_block"
"29","charley","confess","block2",0.88,0.72,"confess","q","1"
"29","danny","discover","block2",0.98,0.92,"discover","q","1"
"29","emily","hear","block2",1,0.95,"hear","q","1"
"29","emma","establish","block2",0.64,0.11,"establish","q","1"
"29","frank","confirm","block2",0.18,0.14,"confirm","q","1"
"29","grace","inform","block2",1,0.82,"inform","q","1"
"29","isabella","say","block2",0.53,0.03,"say","q","1"
"29","jackson","suggest","block2",0.73,0.48,"suggest","q","1"
"29","jayden","prove","block2",0.96,0.73,"prove","q","1"
"29","jon","admit","block2",0.95,0.97,"admit","q","1"
"29","josh","reveal","block2",1,0.84,"reveal","q","1"
"29","josie","see","block2",0.99,0.94,"see","q","1"
"29","julian","think","block2",0.95,0.1,"think","q","1"
"29","mary","announce","block2",1,0.82,"announce","q","1"
"29","mia","know","block2",0.98,0.98,"know","q","1"
"29","olivia","be_right","block2",0.08,0.09,"be_right","q","1"
"29","owen","demonstrate","block2",0.94,0.24,"demonstrate","q","1"
"29","sophia","pretend","block2",0.91,0.16,"pretend","q","1"
"29","tony","be_annoyed","block2",0.98,0.98,"be_annoyed","q","1"
"29","zoe","acknowledge","block2",0.99,0.98,"acknowledge","q","1"
"30","charley","see","block2",0.23,0.93,"see","q","1"
"30","danny","acknowledge","block2",0,0.8,"acknowledge","q","1"
"30","emily","think","block2",0.04,0.64,"think","q","1"
"30","emma","be_annoyed","block2",0.98,0.02,"be_annoyed","q","1"
"30","frank","confess","block2",0.18,0.69,"confess","q","1"
"30","grace","prove","block2",0.11,0.83,"prove","q","1"
"30","isabella","hear","block2",0.96,0.98,"hear","q","1"
"30","jackson","know","block2",0.14,0.95,"know","q","1"
"30","jayden","suggest","block2",0.28,0.75,"suggest","q","1"
"30","jon","pretend","block2",0.25,0.22,"pretend","q","1"
"30","josh","be_right","block2",0.11,0.02,"be_right","q","1"
"30","josie","inform","block2",0.23,0.96,"inform","q","1"
"30","julian","announce","block2",0.19,0.92,"announce","q","1"
"30","mary","say","block2",0.03,0.6,"say","q","1"
"30","mia","establish","block2",0.24,0.9,"establish","q","1"
"30","olivia","discover","block2",0.16,0.98,"discover","q","1"
"30","owen","reveal","block2",0.23,0.98,"reveal","q","1"
"30","sophia","confirm","block2",0.39,0.61,"confirm","q","1"
"30","tony","admit","block2",0.25,0.99,"admit","q","1"
"30","zoe","demonstrate","block2",0.38,0.64,"demonstrate","q","1"
"31","charley","announce","block1",0.92,0.84,"announce","q","1"
"31","danny","demonstrate","block1",0.89,0.76,"demonstrate","q","1"
"31","emily","suggest","block1",0.92,0.18,"suggest","q","1"
"31","emma","pretend","block1",0.95,0.86,"pretend","q","1"
"31","frank","inform","block1",0.92,0.81,"inform","q","1"
"31","grace","admit","block1",0.95,0.94,"admit","q","1"
"31","isabella","see","block1",0.94,0.98,"see","q","1"
"31","jackson","say","block1",0.84,0.11,"say","q","1"
"31","jayden","be_right","block1",0.05,0.03,"be_right","q","1"
"31","jon","prove","block1",0.94,0.94,"prove","q","1"
"31","josh","establish","block1",0.33,0.16,"establish","q","1"
"31","josie","know","block1",1,1,"know","q","1"
"31","julian","acknowledge","block1",0.87,0.94,"acknowledge","q","1"
"31","mary","confirm","block1",0.15,0.05,"confirm","q","1"
"31","mia","discover","block1",0.91,0.94,"discover","q","1"
"31","olivia","reveal","block1",0.84,0.15,"reveal","q","1"
"31","owen","think","block1",0.96,0.41,"think","q","1"
"31","sophia","be_annoyed","block1",1,1,"be_annoyed","q","1"
"31","tony","confess","block1",0.89,0.94,"confess","q","1"
"31","zoe","hear","block1",0.97,0.97,"hear","q","1"
"33","charley","pretend","block1",0.98,0.02,"pretend","q","1"
"33","danny","confirm","block1",0,0.03,"confirm","q","1"
"33","emily","confess","block1",0.97,0.99,"confess","q","1"
"33","emma","think","block1",0.99,0.01,"think","q","1"
"33","frank","prove","block1",0.01,0.02,"prove","q","1"
"33","grace","inform","block1",0.97,0.98,"inform","q","1"
"33","isabella","reveal","block1",1,1,"reveal","q","1"
"33","jackson","establish","block1",0.01,0,"establish","q","1"
"33","jayden","be_right","block1",0,0.01,"be_right","q","1"
"33","jon","demonstrate","block1",0.98,0.98,"demonstrate","q","1"
"33","josh","see","block1",0.99,0.99,"see","q","1"
"33","josie","announce","block1",1,0.99,"announce","q","1"
"33","julian","discover","block1",1,0.97,"discover","q","1"
"33","mary","know","block1",0.97,1,"know","q","1"
"33","mia","suggest","block1",0.99,0.02,"suggest","q","1"
"33","olivia","say","block1",0.97,0.03,"say","q","1"
"33","owen","hear","block1",0.98,0.99,"hear","q","1"
"33","sophia","be_annoyed","block1",1,0.98,"be_annoyed","q","1"
"33","tony","acknowledge","block1",0.97,0.98,"acknowledge","q","1"
"33","zoe","admit","block1",1,0.97,"admit","q","1"
"34","charley","know","block1",0.45,0.97,"know","q","1"
"34","danny","confess","block1",0.13,0.81,"confess","q","1"
"34","emily","see","block1",0.9,0.94,"see","q","1"
"34","emma","prove","block1",0.01,0.03,"prove","q","1"
"34","frank","acknowledge","block1",0.17,0.96,"acknowledge","q","1"
"34","grace","hear","block1",0.98,0.64,"hear","q","1"
"34","isabella","inform","block1",0.96,0.88,"inform","q","1"
"34","jackson","reveal","block1",0.13,0.32,"reveal","q","1"
"34","jayden","be_right","block1",0.0600000000000001,0,"be_right","q","1"
"34","jon","admit","block1",0.98,0.02,"admit","q","1"
"34","josh","say","block1",0.55,0,"say","q","1"
"34","josie","establish","block1",0.79,0.68,"establish","q","1"
"34","julian","suggest","block1",0.04,0.02,"suggest","q","1"
"34","mary","announce","block1",0.03,0.09,"announce","q","1"
"34","mia","think","block1",0.32,0.01,"think","q","1"
"34","olivia","be_annoyed","block1",0.88,0.98,"be_annoyed","q","1"
"34","owen","confirm","block1",0.13,0,"confirm","q","1"
"34","sophia","demonstrate","block1",0.94,0.99,"demonstrate","q","1"
"34","tony","pretend","block1",0.66,0.7,"pretend","q","1"
"34","zoe","discover","block1",1,0.02,"discover","q","1"
"35","charley","demonstrate","block1",0.5,0.41,"demonstrate","q","1"
"35","danny","establish","block1",0,0.24,"establish","q","1"
"35","emily","reveal","block1",0.79,0.5,"reveal","q","1"
"35","emma","confirm","block1",0.34,0.43,"confirm","q","1"
"35","frank","inform","block1",0.83,0.78,"inform","q","1"
"35","grace","suggest","block1",0.63,0.16,"suggest","q","1"
"35","isabella","prove","block1",0.49,0.02,"prove","q","1"
"35","jackson","discover","block1",0.64,0.8,"discover","q","1"
"35","jayden","announce","block1",0.65,0.12,"announce","q","1"
"35","jon","confess","block1",0.73,0,"confess","q","1"
"35","josh","admit","block1",0.46,0.15,"admit","q","1"
"35","josie","hear","block1",0.65,0.78,"hear","q","1"
"35","julian","be_annoyed","block1",0.77,0.4,"be_annoyed","q","1"
"35","mary","say","block1",0.78,0.2,"say","q","1"
"35","mia","see","block1",0.92,0.81,"see","q","1"
"35","olivia","know","block1",0.91,0.85,"know","q","1"
"35","owen","acknowledge","block1",0.59,0.58,"acknowledge","q","1"
"35","sophia","be_right","block1",1,0.13,"be_right","q","1"
"35","tony","think","block1",0.86,0.13,"think","q","1"
"35","zoe","pretend","block1",0.73,0.26,"pretend","q","1"
"36","charley","be_annoyed","block2",0.86,0.89,"be_annoyed","q","1"
"36","danny","pretend","block2",0.9,0.2,"pretend","q","1"
"36","emily","discover","block2",0.87,0.81,"discover","q","1"
"36","emma","demonstrate","block2",0.87,0.83,"demonstrate","q","1"
"36","frank","establish","block2",0.88,0.34,"establish","q","1"
"36","grace","announce","block2",0.87,0.8,"announce","q","1"
"36","isabella","know","block2",0.9,0.83,"know","q","1"
"36","jackson","acknowledge","block2",0.89,0.81,"acknowledge","q","1"
"36","jayden","confess","block2",0.88,0.83,"confess","q","1"
"36","jon","inform","block2",0.88,0.8,"inform","q","1"
"36","josh","say","block2",0.87,0.19,"say","q","1"
"36","josie","see","block2",0.87,0.83,"see","q","1"
"36","julian","be_right","block2",0.87,0.2,"be_right","q","1"
"36","mary","admit","block2",0.89,0.81,"admit","q","1"
"36","mia","reveal","block2",0.88,0.85,"reveal","q","1"
"36","olivia","suggest","block2",0.87,0.12,"suggest","q","1"
"36","owen","hear","block2",0.86,0.82,"hear","q","1"
"36","sophia","confirm","block2",0.87,0.33,"confirm","q","1"
"36","tony","think","block2",0.87,0.19,"think","q","1"
"36","zoe","prove","block2",0.87,0.82,"prove","q","1"
"37","charley","establish","block2",0.45,0.57,"establish","q","1"
"37","danny","know","block2",0.76,0.97,"know","q","1"
"37","emily","be_annoyed","block2",0.94,0.98,"be_annoyed","q","1"
"37","emma","suggest","block2",0.39,0.33,"suggest","q","1"
"37","frank","discover","block2",0.66,0.91,"discover","q","1"
"37","grace","pretend","block2",0.61,0.01,"pretend","q","1"
"37","isabella","reveal","block2",0.49,0.98,"reveal","q","1"
"37","jackson","prove","block2",0.76,0.35,"prove","q","1"
"37","jayden","think","block2",0.49,0.47,"think","q","1"
"37","jon","inform","block2",0.92,0.99,"inform","q","1"
"37","josh","confirm","block2",0.65,0.22,"confirm","q","1"
"37","josie","acknowledge","block2",0.67,0.57,"acknowledge","q","1"
"37","julian","admit","block2",0.86,0.67,"admit","q","1"
"37","mary","see","block2",0.89,0.99,"see","q","1"
"37","mia","be_right","block2",0.02,0.01,"be_right","q","1"
"37","olivia","say","block2",0.48,0.28,"say","q","1"
"37","owen","demonstrate","block2",0.43,0.03,"demonstrate","q","1"
"37","sophia","hear","block2",0.68,0.99,"hear","q","1"
"37","tony","announce","block2",0.88,0.98,"announce","q","1"
"37","zoe","confess","block2",0.3,0.01,"confess","q","1"
"38","charley","think","block1",0.99,0.08,"think","q","1"
"38","danny","hear","block1",0.98,0.98,"hear","q","1"
"38","emily","say","block1",0.97,0.12,"say","q","1"
"38","emma","be_right","block1",0.2,0.15,"be_right","q","1"
"38","frank","establish","block1",0.17,0.38,"establish","q","1"
"38","grace","demonstrate","block1",0.99,0.11,"demonstrate","q","1"
"38","isabella","pretend","block1",0.99,0.02,"pretend","q","1"
"38","jackson","acknowledge","block1",0.99,0.99,"acknowledge","q","1"
"38","jayden","confess","block1",0.99,0.92,"confess","q","1"
"38","jon","be_annoyed","block1",0.98,0.98,"be_annoyed","q","1"
"38","josh","confirm","block1",0.86,0.81,"confirm","q","1"
"38","josie","admit","block1",0.98,0.98,"admit","q","1"
"38","julian","inform","block1",0.99,0.98,"inform","q","1"
"38","mary","announce","block1",1,0.77,"announce","q","1"
"38","mia","see","block1",0.99,0.98,"see","q","1"
"38","olivia","reveal","block1",0.1,0.04,"reveal","q","1"
"38","owen","know","block1",0.98,0.96,"know","q","1"
"38","sophia","suggest","block1",0.99,0.77,"suggest","q","1"
"38","tony","prove","block1",0.99,0.98,"prove","q","1"
"38","zoe","discover","block1",0.98,0.99,"discover","q","1"
"39","charley","inform","block2",0.99,0.67,"inform","q","1"
"39","danny","suggest","block2",0.09,0.98,"suggest","q","1"
"39","emily","confess","block2",0.98,0.99,"confess","q","1"
"39","emma","pretend","block2",0.98,0.01,"pretend","q","1"
"39","frank","establish","block2",0.98,1,"establish","q","1"
"39","grace","confirm","block2",0.99,0.99,"confirm","q","1"
"39","isabella","hear","block2",1,0.98,"hear","q","1"
"39","jackson","be_right","block2",0.01,0,"be_right","q","1"
"39","jayden","know","block2",0.99,0.03,"know","q","1"
"39","jon","say","block2",0.41,0.04,"say","q","1"
"39","josh","prove","block2",0.99,0.78,"prove","q","1"
"39","josie","announce","block2",0.99,0.97,"announce","q","1"
"39","julian","think","block2",0.98,0,"think","q","1"
"39","mary","admit","block2",0.98,0.97,"admit","q","1"
"39","mia","reveal","block2",0.99,0.98,"reveal","q","1"
"39","olivia","see","block2",0.99,0.01,"see","q","1"
"39","owen","acknowledge","block2",0.99,0.75,"acknowledge","q","1"
"39","sophia","demonstrate","block2",0.98,0.87,"demonstrate","q","1"
"39","tony","be_annoyed","block2",0.99,0.98,"be_annoyed","q","1"
"39","zoe","discover","block2",0.99,0.98,"discover","q","1"
"40","charley","inform","block2",0.93,0.9,"inform","q","1"
"40","danny","prove","block2",0.82,0.18,"prove","q","1"
"40","emily","establish","block2",0.75,0.51,"establish","q","1"
"40","emma","be_annoyed","block2",0.97,0.12,"be_annoyed","q","1"
"40","frank","think","block2",0.85,0.1,"think","q","1"
"40","grace","discover","block2",0.93,1,"discover","q","1"
"40","isabella","announce","block2",0.74,0.79,"announce","q","1"
"40","jackson","reveal","block2",0.83,0.94,"reveal","q","1"
"40","jayden","say","block2",0.47,0.13,"say","q","1"
"40","jon","pretend","block2",1,0,"pretend","q","1"
"40","josh","demonstrate","block2",0.59,0.51,"demonstrate","q","1"
"40","josie","know","block2",0.84,1,"know","q","1"
"40","julian","be_right","block2",0.17,0,"be_right","q","1"
"40","mary","acknowledge","block2",0.76,1,"acknowledge","q","1"
"40","mia","see","block2",0.51,0.89,"see","q","1"
"40","olivia","confirm","block2",0.84,0.73,"confirm","q","1"
"40","owen","suggest","block2",0.4,0.01,"suggest","q","1"
"40","sophia","hear","block2",0.79,0.94,"hear","q","1"
"40","tony","admit","block2",0.6,0.51,"admit","q","1"
"40","zoe","confess","block2",0.44,0.49,"confess","q","1"
"41","charley","confess","block1",0.7,0.64,"confess","q","1"
"41","danny","see","block1",0.3,0.31,"see","q","1"
"41","emily","suggest","block1",0.35,0.25,"suggest","q","1"
"41","emma","demonstrate","block1",0.28,0.33,"demonstrate","q","1"
"41","frank","hear","block1",0.84,0.89,"hear","q","1"
"41","grace","be_annoyed","block1",0.96,0.78,"be_annoyed","q","1"
"41","isabella","know","block1",0.84,0.96,"know","q","1"
"41","jackson","think","block1",0.77,0.17,"think","q","1"
"41","jayden","prove","block1",0.28,0.36,"prove","q","1"
"41","jon","establish","block1",0.36,0.22,"establish","q","1"
"41","josh","confirm","block1",0.78,0.38,"confirm","q","1"
"41","josie","say","block1",0.23,0.34,"say","q","1"
"41","julian","pretend","block1",0.92,0.11,"pretend","q","1"
"41","mary","reveal","block1",0.69,0.79,"reveal","q","1"
"41","mia","admit","block1",0.78,0.37,"admit","q","1"
"41","olivia","discover","block1",0.89,0.64,"discover","q","1"
"41","owen","inform","block1",0.78,0.33,"inform","q","1"
"41","sophia","acknowledge","block1",0.72,0.71,"acknowledge","q","1"
"41","tony","be_right","block1",0.03,0.06,"be_right","q","1"
"41","zoe","announce","block1",0.34,0.75,"announce","q","1"
"42","charley","confess","block1",0.99,0.03,"confess","q","1"
"42","danny","establish","block1",0.99,0.02,"establish","q","1"
"42","emily","announce","block1",0.49,0.97,"announce","q","1"
"42","emma","reveal","block1",0.97,0.03,"reveal","q","1"
"42","frank","pretend","block1",0.98,0.02,"pretend","q","1"
"42","grace","hear","block1",0.99,0.98,"hear","q","1"
"42","isabella","confirm","block1",0.98,0.02,"confirm","q","1"
"42","jackson","acknowledge","block1",1,0.98,"acknowledge","q","1"
"42","jayden","say","block1",0.99,0.02,"say","q","1"
"42","jon","suggest","block1",0.53,0.01,"suggest","q","1"
"42","josh","prove","block1",0.99,0.02,"prove","q","1"
"42","josie","inform","block1",0.99,0.98,"inform","q","1"
"42","julian","demonstrate","block1",0.97,0.03,"demonstrate","q","1"
"42","mary","admit","block1",0.98,0.02,"admit","q","1"
"42","mia","be_right","block1",0.03,0.01,"be_right","q","1"
"42","olivia","discover","block1",0.99,0.97,"discover","q","1"
"42","owen","see","block1",0.98,0.98,"see","q","1"
"42","sophia","think","block1",0.98,0.02,"think","q","1"
"42","tony","be_annoyed","block1",0.99,0.98,"be_annoyed","q","1"
"42","zoe","know","block1",0.99,0.99,"know","q","1"
"43","charley","establish","block1",0.53,0.2,"establish","q","1"
"43","danny","know","block1",1,1,"know","q","1"
"43","emily","hear","block1",1,0.9,"hear","q","1"
"43","emma","confess","block1",0.26,0.48,"confess","q","1"
"43","frank","discover","block1",1,0.81,"discover","q","1"
"43","grace","announce","block1",0.81,0.51,"announce","q","1"
"43","isabella","prove","block1",0.02,0.1,"prove","q","1"
"43","jackson","confirm","block1",0.99,0.09,"confirm","q","1"
"43","jayden","be_right","block1",0.98,0.1,"be_right","q","1"
"43","jon","demonstrate","block1",0.98,0.34,"demonstrate","q","1"
"43","josh","pretend","block1",1,0.05,"pretend","q","1"
"43","josie","suggest","block1",0.03,0.28,"suggest","q","1"
"43","julian","be_annoyed","block1",0.98,0.93,"be_annoyed","q","1"
"43","mary","see","block1",0.96,0.88,"see","q","1"
"43","mia","admit","block1",0.44,0.56,"admit","q","1"
"43","olivia","say","block1",0.97,0.11,"say","q","1"
"43","owen","think","block1",0.97,0.04,"think","q","1"
"43","sophia","acknowledge","block1",0.96,0.63,"acknowledge","q","1"
"43","tony","reveal","block1",0.6,0.58,"reveal","q","1"
"43","zoe","inform","block1",1,0.83,"inform","q","1"
"45","charley","demonstrate","block1",0.81,0.51,"demonstrate","q","1"
"45","danny","be_annoyed","block1",0.9,0.9,"be_annoyed","q","1"
"45","emily","prove","block1",0.44,0.24,"prove","q","1"
"45","emma","inform","block1",0.73,0.18,"inform","q","1"
"45","frank","reveal","block1",0.45,0.5,"reveal","q","1"
"45","grace","be_right","block1",0.1,0.1,"be_right","q","1"
"45","isabella","see","block1",0.84,0.7,"see","q","1"
"45","jackson","establish","block1",0.38,0.13,"establish","q","1"
"45","jayden","acknowledge","block1",0.23,0.83,"acknowledge","q","1"
"45","jon","think","block1",0.78,0.51,"think","q","1"
"45","josh","say","block1",0.15,0.15,"say","q","1"
"45","josie","hear","block1",0.9,0.75,"hear","q","1"
"45","julian","admit","block1",0.31,0.15,"admit","q","1"
"45","mary","discover","block1",0.66,0.85,"discover","q","1"
"45","mia","suggest","block1",0.53,0.1,"suggest","q","1"
"45","olivia","confess","block1",0.19,0.11,"confess","q","1"
"45","owen","pretend","block1",0.48,0.49,"pretend","q","1"
"45","sophia","confirm","block1",0.24,0.04,"confirm","q","1"
